"_id","_index","_score",category,"category.keyword",currency,"customer_first_name","customer_first_name.keyword","customer_full_name","customer_full_name.keyword","customer_gender","customer_id","customer_last_name","customer_last_name.keyword","customer_phone","day_of_week","day_of_week_i",email,"event.dataset","geoip.city_name","geoip.continent_name","geoip.country_iso_code","geoip.location","geoip.region_name",manufacturer,"manufacturer.keyword","order_date","order_id","products._id","products._id.keyword","products.base_price","products.base_unit_price","products.category","products.category.keyword","products.created_on","products.discount_amount","products.discount_percentage","products.manufacturer","products.manufacturer.keyword","products.min_price","products.price","products.product_id","products.product_name","products.product_name.keyword","products.quantity","products.sku","products.tax_amount","products.taxful_price","products.taxless_price","products.unit_discount_amount",sku,"taxful_total_price","taxless_total_price","total_quantity","total_unique_products",type,user
DoOFm5oBSErIf1UmNJx7,"kibana_sample_data_ecommerce","-","Women's Clothing","Women's Clothing",EUR,Stephanie,Stephanie,"Stephanie Lloyd","Stephanie Lloyd",FEMALE,6,Lloyd,Lloyd,"(empty)",Sunday,6,"stephanie@lloyd-family.zzz","sample_ecommerce",Cannes,Europe,FR,"POINT (7 43.6)","Alpes-Maritimes","Champion Arts, Spherecords","Champion Arts, Spherecords","Nov 16, 2025 @ 06:16:05.000",563967,"sold_product_563967_21565, sold_product_563967_8534","sold_product_563967_21565, sold_product_563967_8534","$10.99, $10.99","$10.99, $10.99","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 11, 2016 @ 06:16:05.000, Dec 11, 2016 @ 06:16:05.000","0, 0","0, 0","Champion Arts, Spherecords","Champion Arts, Spherecords","$5.28, $5.82","$10.99, $10.99","21,565, 8,534","Print T-shirt - dark grey multicolor, Long sleeved top - black","Print T-shirt - dark grey multicolor, Long sleeved top - black","1, 1","ZO0493404934, ZO0640806408","0, 0","$10.99, $10.99","$10.99, $10.99","0, 0","ZO0493404934, ZO0640806408","$21.98","$21.98",2,2,order,stephanie
t4OFm5oBSErIf1UmMZdU,"kibana_sample_data_ecommerce","-","Women's Shoes","Women's Shoes",EUR,Diane,Diane,"Diane Watkins","Diane Watkins",FEMALE,22,Watkins,Watkins,"(empty)",Sunday,6,"diane@watkins-family.zzz","sample_ecommerce","-",Europe,GB,"POINT (-0.1 51.5)","-","Tigress Enterprises, Oceanavigations","Tigress Enterprises, Oceanavigations","Nov 16, 2025 @ 06:11:46.000",563964,"sold_product_563964_12582, sold_product_563964_18661","sold_product_563964_12582, sold_product_563964_18661","$14.99, $85.00","$14.99, $85.00","Women's Shoes, Women's Shoes","Women's Shoes, Women's Shoes","Dec 11, 2016 @ 06:11:46.000, Dec 11, 2016 @ 06:11:46.000","0, 0","0, 0","Tigress Enterprises, Oceanavigations","Tigress Enterprises, Oceanavigations","$6.90, $38.25","$14.99, $85.00","12,582, 18,661","Ballet pumps - nude, Winter boots - black","Ballet pumps - nude, Winter boots - black","1, 1","ZO0001200012, ZO0251902519","0, 0","$14.99, $85.00","$14.99, $85.00","0, 0","ZO0001200012, ZO0251902519","$100","$100.00",2,2,order,diane
T4OFm5oBSErIf1UmNZ28,"kibana_sample_data_ecommerce","-","Women's Clothing","Women's Clothing",EUR,Elyssa,Elyssa,"Elyssa Adams","Elyssa Adams",FEMALE,27,Adams,Adams,"(empty)",Sunday,6,"elyssa@adams-family.zzz","sample_ecommerce","New York","North America",US,"POINT (-74 40.8)","New York","Tigress Enterprises, Champion Arts","Tigress Enterprises, Champion Arts","Nov 16, 2025 @ 06:11:46.000",563965,"sold_product_563965_18560, sold_product_563965_14856","sold_product_563965_18560, sold_product_563965_14856","$34.00, $18.98","$34.00, $18.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 11, 2016 @ 06:11:46.000, Dec 11, 2016 @ 06:11:46.000","0, 0","0, 0","Tigress Enterprises, Champion Arts","Tigress Enterprises, Champion Arts","$18.02, $9.31","$34.00, $18.98","18,560, 14,856","Summer dress - peacoat/pomegranade, Sweatshirt - grey","Summer dress - peacoat/pomegranade, Sweatshirt - grey","1, 1","ZO0045800458, ZO0503405034","0, 0","$34.00, $18.98","$34.00, $18.98","0, 0","ZO0045800458, ZO0503405034","$52.97","$52.97",2,2,order,elyssa
goOFm5oBSErIf1UmN58Y,"kibana_sample_data_ecommerce","-","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories",EUR,Mary,Mary,"Mary Griffin","Mary Griffin",FEMALE,20,Griffin,Griffin,"(empty)",Sunday,6,"mary@griffin-family.zzz","sample_ecommerce",Dubai,Asia,AE,"POINT (55.3 25.3)",Dubai,"Low Tide Media, Oceanavigations","Low Tide Media, Oceanavigations","Nov 16, 2025 @ 06:01:41.000",563953,"sold_product_563953_22678, sold_product_563953_17921","sold_product_563953_22678, sold_product_563953_17921","$60.00, $20.98","$60.00, $20.98","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories","Dec 11, 2016 @ 06:01:41.000, Dec 11, 2016 @ 06:01:41.000","0, 0","0, 0","Low Tide Media, Oceanavigations","Low Tide Media, Oceanavigations","$31.19, $9.87","$60.00, $20.98","22,678, 17,921","Ankle boots - Midnight Blue, Amber - Wallet - black","Ankle boots - Midnight Blue, Amber - Wallet - black","1, 1","ZO0376203762, ZO0303603036","0, 0","$60.00, $20.98","$60.00, $20.98","0, 0","ZO0376203762, ZO0303603036","$81","$81.00",2,2,order,mary
oYOFm5oBSErIf1UmNZ29,"kibana_sample_data_ecommerce","-","Women's Clothing","Women's Clothing",EUR,Gwen,Gwen,"Gwen Foster","Gwen Foster",FEMALE,26,Foster,Foster,"(empty)",Sunday,6,"gwen@foster-family.zzz","sample_ecommerce","Los Angeles","North America",US,"POINT (-118.2 34.1)",California,"Gnomehouse, Pyramidustries","Gnomehouse, Pyramidustries","Nov 16, 2025 @ 06:00:14.000",563947,"sold_product_563947_8960, sold_product_563947_19261","sold_product_563947_8960, sold_product_563947_19261","$37.00, $13.99","$37.00, $13.99","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 11, 2016 @ 06:00:14.000, Dec 11, 2016 @ 06:00:14.000","0, 0","0, 0","Gnomehouse, Pyramidustries","Gnomehouse, Pyramidustries","$18.50, $7.01","$37.00, $13.99","8,960, 19,261","Shirt - soft pink nude, Vest - black","Shirt - soft pink nude, Vest - black","1, 1","ZO0348103481, ZO0164501645","0, 0","$37.00, $13.99","$37.00, $13.99","0, 0","ZO0348103481, ZO0164501645","$50.97","$50.97",2,2,order,gwen
"ZoOFm5oBSErIf1UmMpn-","kibana_sample_data_ecommerce","-","Men's Clothing, Men's Shoes","Men's Clothing, Men's Shoes",EUR,Jackson,Jackson,"Jackson Miller","Jackson Miller",MALE,13,Miller,Miller,"(empty)",Sunday,6,"jackson@miller-family.zzz","sample_ecommerce","Los Angeles","North America",US,"POINT (-118.2 34.1)",California,"Low Tide Media","Low Tide Media","Nov 16, 2025 @ 05:44:24.000",563928,"sold_product_563928_17644, sold_product_563928_11004","sold_product_563928_17644, sold_product_563928_11004","$60.00, $50.00","$60.00, $50.00","Men's Clothing, Men's Shoes","Men's Clothing, Men's Shoes","Dec 11, 2016 @ 05:44:24.000, Dec 11, 2016 @ 05:44:24.000","0, 0","0, 0","Low Tide Media, Low Tide Media","Low Tide Media, Low Tide Media","$29.41, $26.48","$60.00, $50.00","17,644, 11,004","Suit jacket - dark blue, Casual lace-ups - Gold/cognac/lion","Suit jacket - dark blue, Casual lace-ups - Gold/cognac/lion","1, 1","ZO0424104241, ZO0394103941","0, 0","$60.00, $50.00","$60.00, $50.00","0, 0","ZO0424104241, ZO0394103941","$110","$110.00",2,2,order,jackson
bYOFm5oBSErIf1UmNZ28,"kibana_sample_data_ecommerce","-","Men's Clothing, Men's Accessories","Men's Clothing, Men's Accessories",EUR,Samir,Samir,"Samir Mckinney","Samir Mckinney",MALE,34,Mckinney,Mckinney,"(empty)",Sunday,6,"samir@mckinney-family.zzz","sample_ecommerce",Dubai,Asia,AE,"POINT (55.3 25.3)",Dubai,"Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","Nov 16, 2025 @ 05:44:24.000",563931,"sold_product_563931_3103, sold_product_563931_11153","sold_product_563931_3103, sold_product_563931_11153","$20.98, $10.99","$20.98, $10.99","Men's Clothing, Men's Accessories","Men's Clothing, Men's Accessories","Dec 11, 2016 @ 05:44:24.000, Dec 11, 2016 @ 05:44:24.000","0, 0","0, 0","Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","$10.70, $5.17","$20.98, $10.99","3,103, 11,153","Polo shirt - light grey multicolor, Cap - black/black","Polo shirt - light grey multicolor, Cap - black/black","1, 1","ZO0444304443, ZO0596505965","0, 0","$20.98, $10.99","$20.98, $10.99","0, 0","ZO0444304443, ZO0596505965","$31.98","$31.98",2,2,order,samir
"GYOFm5oBSErIf1UmMpn-","kibana_sample_data_ecommerce","-","Women's Shoes","Women's Shoes",EUR,Abigail,Abigail,"Abigail Stewart","Abigail Stewart",FEMALE,46,Stewart,Stewart,"(empty)",Sunday,6,"abigail@stewart-family.zzz","sample_ecommerce",Birmingham,Europe,GB,"POINT (-1.9 52.5)",Birmingham,"Tigress Enterprises, Primemaster","Tigress Enterprises, Primemaster","Nov 16, 2025 @ 05:42:58.000",563927,"sold_product_563927_11755, sold_product_563927_17765","sold_product_563927_11755, sold_product_563927_17765","$24.98, $125.00","$24.98, $125.00","Women's Shoes, Women's Shoes","Women's Shoes, Women's Shoes","Dec 11, 2016 @ 05:42:58.000, Dec 11, 2016 @ 05:42:58.000","0, 0","0, 0","Tigress Enterprises, Primemaster","Tigress Enterprises, Primemaster","$12.25, $57.50","$24.98, $125.00","11,755, 17,765","Sandals - cognac, High heeled boots - Midnight Blue","Sandals - cognac, High heeled boots - Midnight Blue","1, 1","ZO0009800098, ZO0362803628","0, 0","$24.98, $125.00","$24.98, $125.00","0, 0","ZO0009800098, ZO0362803628","$150","$150.00",2,2,order,abigail
aIOFm5oBSErIf1UmNJx8,"kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Yuri,Yuri,"Yuri Clayton","Yuri Clayton",MALE,21,Clayton,Clayton,"(empty)",Sunday,6,"yuri@clayton-family.zzz","sample_ecommerce",Cannes,Europe,FR,"POINT (7 43.6)","Alpes-Maritimes",Elitelligence,Elitelligence,"Nov 16, 2025 @ 05:37:12.000",563924,"sold_product_563924_14271, sold_product_563924_15400","sold_product_563924_14271, sold_product_563924_15400","$50.00, $14.99","$50.00, $14.99","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 11, 2016 @ 05:37:12.000, Dec 11, 2016 @ 05:37:12.000","0, 0","0, 0","Elitelligence, Elitelligence","Elitelligence, Elitelligence","$23.02, $7.05","$50.00, $14.99","14,271, 15,400","Bomber Jacket - blue mix, Long sleeved top - khaki","Bomber Jacket - blue mix, Long sleeved top - khaki","1, 1","ZO0539805398, ZO0554205542","0, 0","$50.00, $14.99","$50.00, $14.99","0, 0","ZO0539805398, ZO0554205542","$65","$65.00",2,2,order,yuri
DIOFm5oBSErIf1UmLZPr,"kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Abd,Abd,"Abd Smith","Abd Smith",MALE,52,Smith,Smith,"(empty)",Sunday,6,"abd@smith-family.zzz","sample_ecommerce",Cairo,Africa,EG,"POINT (31.3 30.1)","Cairo Governorate","Low Tide Media","Low Tide Media","Nov 16, 2025 @ 05:30:00.000",563909,"sold_product_563909_15619, sold_product_563909_17976","sold_product_563909_15619, sold_product_563909_17976","$28.98, $24.98","$28.98, $24.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 11, 2016 @ 05:30:00.000, Dec 11, 2016 @ 05:30:00.000","0, 0","0, 0","Low Tide Media, Low Tide Media","Low Tide Media, Low Tide Media","$13.63, $12.25","$28.98, $24.98","15,619, 17,976","Jumper - dark blue, Jumper - blue","Jumper - dark blue, Jumper - blue","1, 1","ZO0452804528, ZO0453604536","0, 0","$28.98, $24.98","$28.98, $24.98","0, 0","ZO0452804528, ZO0453604536","$53.97","$53.97",2,2,order,abd
LIOFm5oBSErIf1UmNZ69,"kibana_sample_data_ecommerce","-","Women's Clothing","Women's Clothing",EUR,Yasmine,Yasmine,"Yasmine Rivera","Yasmine Rivera",FEMALE,43,Rivera,Rivera,"(empty)",Saturday,5,"yasmine@rivera-family.zzz","sample_ecommerce","-",Asia,SA,"POINT (45 25)","-","Tigress Enterprises","Tigress Enterprises","Nov 16, 2025 @ 05:27:07.000",563907,"sold_product_563907_11709, sold_product_563907_20859","sold_product_563907_11709, sold_product_563907_20859","$20.98, $18.98","$20.98, $18.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 11, 2016 @ 05:27:07.000, Dec 11, 2016 @ 05:27:07.000","0, 0","0, 0","Tigress Enterprises, Tigress Enterprises","Tigress Enterprises, Tigress Enterprises","$11.33, $10.06","$20.98, $18.98","11,709, 20,859","Jersey dress - black, Long sleeved top - navy","Jersey dress - black, Long sleeved top - navy","1, 1","ZO0036700367, ZO0054300543","0, 0","$20.98, $18.98","$20.98, $18.98","0, 0","ZO0036700367, ZO0054300543","$39.97","$39.97",2,2,order,yasmine
5IOFm5oBSErIf1UmOKGS,"kibana_sample_data_ecommerce","-","Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing",EUR,Selena,Selena,"Selena Wells","Selena Wells",FEMALE,42,Wells,Wells,"(empty)",Saturday,5,"selena@wells-family.zzz","sample_ecommerce",Marrakesh,Africa,MA,"POINT (-8 31.6)","Marrakech-Tensift-Al Haouz","Tigress Enterprises","Tigress Enterprises","Nov 16, 2025 @ 05:04:05.000",563888,"sold_product_563888_24162, sold_product_563888_20172","sold_product_563888_24162, sold_product_563888_20172","$24.98, $21.98","$24.98, $21.98","Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing","Dec 11, 2016 @ 05:04:05.000, Dec 11, 2016 @ 05:04:05.000","0, 0","0, 0","Tigress Enterprises, Tigress Enterprises","Tigress Enterprises, Tigress Enterprises","$13.24, $11.65","$24.98, $21.98","24,162, 20,172","Rucksack - cognac, Nightie - dark green","Rucksack - cognac, Nightie - dark green","1, 1","ZO0090400904, ZO0100501005","0, 0","$24.98, $21.98","$24.98, $21.98","0, 0","ZO0090400904, ZO0100501005","$46.97","$46.97",2,2,order,selena
UYOFm5oBSErIf1UmLZTt,"kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Youssef,Youssef,"Youssef Burton","Youssef Burton",MALE,31,Burton,Burton,"(empty)",Saturday,5,"youssef@burton-family.zzz","sample_ecommerce","New York","North America",US,"POINT (-74 40.8)","New York","Low Tide Media","Low Tide Media","Nov 16, 2025 @ 05:02:38.000",563887,"sold_product_563887_11751, sold_product_563887_18663","sold_product_563887_11751, sold_product_563887_18663","$28.98, $16.98","$28.98, $16.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 11, 2016 @ 05:02:38.000, Dec 11, 2016 @ 05:02:38.000","0, 0","0, 0","Low Tide Media, Low Tide Media","Low Tide Media, Low Tide Media","$14.78, $8.16","$28.98, $16.98","11,751, 18,663","Shorts - beige, Print T-shirt - dark blue multicolor","Shorts - beige, Print T-shirt - dark blue multicolor","1, 1","ZO0423104231, ZO0438204382","0, 0","$28.98, $16.98","$28.98, $16.98","0, 0","ZO0423104231, ZO0438204382","$45.97","$45.97",2,2,order,youssef
fIOFm5oBSErIf1UmL5bY,"kibana_sample_data_ecommerce","-","Women's Clothing","Women's Clothing",EUR,Elyssa,Elyssa,"Elyssa Graham","Elyssa Graham",FEMALE,27,Graham,Graham,"(empty)",Saturday,5,"elyssa@graham-family.zzz","sample_ecommerce","New York","North America",US,"POINT (-74 40.8)","New York","Pyramidustries, Oceanavigations, Tigress Enterprises MAMA, Tigress Enterprises","Pyramidustries, Oceanavigations, Tigress Enterprises MAMA, Tigress Enterprises","Nov 16, 2025 @ 04:49:41.000",727576,"sold_product_727576_18143, sold_product_727576_19012, sold_product_727576_16454, sold_product_727576_11955","sold_product_727576_18143, sold_product_727576_19012, sold_product_727576_16454, sold_product_727576_11955","$20.98, $20.98, $18.98, $18.98","$20.98, $20.98, $18.98, $18.98","Women's Clothing, Women's Clothing, Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing, Women's Clothing, Women's Clothing","Dec 11, 2016 @ 04:49:41.000, Dec 11, 2016 @ 04:49:41.000, Dec 11, 2016 @ 04:49:41.000, Dec 11, 2016 @ 04:49:41.000","0, 0, 0, 0","0, 0, 0, 0","Pyramidustries, Oceanavigations, Tigress Enterprises MAMA, Tigress Enterprises","Pyramidustries, Oceanavigations, Tigress Enterprises MAMA, Tigress Enterprises","$11.12, $9.45, $10.06, $10.44","$20.98, $20.98, $18.98, $18.98","18,143, 19,012, 16,454, 11,955","Jumper - bordeaux, Vest - black/rose, Vest - black, Print T-shirt - red","Jumper - bordeaux, Vest - black/rose, Vest - black, Print T-shirt - red","1, 1, 1, 1","ZO0181201812, ZO0266902669, ZO0231702317, ZO0055800558","0, 0, 0, 0","$20.98, $20.98, $18.98, $18.98","$20.98, $20.98, $18.98, $18.98","0, 0, 0, 0","ZO0181201812, ZO0266902669, ZO0231702317, ZO0055800558","$79.94","$79.94",4,4,order,elyssa
8oOFm5oBSErIf1UmNJp7,"kibana_sample_data_ecommerce","-","Women's Accessories","Women's Accessories",EUR,Elyssa,Elyssa,"Elyssa Mckenzie","Elyssa Mckenzie",FEMALE,27,Mckenzie,Mckenzie,"(empty)",Saturday,5,"elyssa@mckenzie-family.zzz","sample_ecommerce","New York","North America",US,"POINT (-74 40.8)","New York","Tigress Enterprises, Pyramidustries","Tigress Enterprises, Pyramidustries","Nov 16, 2025 @ 04:35:17.000",563867,"sold_product_563867_15363, sold_product_563867_23604","sold_product_563867_15363, sold_product_563867_23604","$20.98, $13.99","$20.98, $13.99","Women's Accessories, Women's Accessories","Women's Accessories, Women's Accessories","Dec 11, 2016 @ 04:35:17.000, Dec 11, 2016 @ 04:35:17.000","0, 0","0, 0","Tigress Enterprises, Pyramidustries","Tigress Enterprises, Pyramidustries","$10.29, $6.72","$20.98, $13.99","15,363, 23,604","Across body bag - red , Across body bag - rose","Across body bag - red , Across body bag - rose","1, 1","ZO0097300973, ZO0196301963","0, 0","$20.98, $13.99","$20.98, $13.99","0, 0","ZO0097300973, ZO0196301963","$34.97","$34.97",2,2,order,elyssa
K4OFm5oBSErIf1UmNZ69,"kibana_sample_data_ecommerce","-","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes",EUR,Betty,Betty,"Betty Massey","Betty Massey",FEMALE,44,Massey,Massey,"(empty)",Saturday,5,"betty@massey-family.zzz","sample_ecommerce","New York","North America",US,"POINT (-74 40.7)","New York","Gnomehouse, Tigress Enterprises","Gnomehouse, Tigress Enterprises","Nov 16, 2025 @ 04:28:05.000",563860,"sold_product_563860_17204, sold_product_563860_5970","sold_product_563860_17204, sold_product_563860_5970","$33.00, $33.00","$33.00, $33.00","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes","Dec 11, 2016 @ 04:28:05.000, Dec 11, 2016 @ 04:28:05.000","0, 0","0, 0","Gnomehouse, Tigress Enterprises","Gnomehouse, Tigress Enterprises","$17.16, $15.84","$33.00, $33.00","17,204, 5,970","Blouse - potent purple, Wedge boots - toffee","Blouse - potent purple, Wedge boots - toffee","1, 1","ZO0344703447, ZO0031000310","0, 0","$33.00, $33.00","$33.00, $33.00","0, 0","ZO0344703447, ZO0031000310","$66","$66.00",2,2,order,betty
UIOFm5oBSErIf1UmLZTt,"kibana_sample_data_ecommerce","-","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing",EUR,Abigail,Abigail,"Abigail Goodwin","Abigail Goodwin",FEMALE,46,Goodwin,Goodwin,"(empty)",Saturday,5,"abigail@goodwin-family.zzz","sample_ecommerce",Birmingham,Europe,GB,"POINT (-1.9 52.5)",Birmingham,"Oceanavigations, Pyramidustries","Oceanavigations, Pyramidustries","Nov 16, 2025 @ 04:18:00.000",563846,"sold_product_563846_23161, sold_product_563846_13874","sold_product_563846_23161, sold_product_563846_13874","$100.00, $16.98","$100.00, $16.98","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing","Dec 11, 2016 @ 04:18:00.000, Dec 11, 2016 @ 04:18:00.000","0, 0","0, 0","Oceanavigations, Pyramidustries","Oceanavigations, Pyramidustries","$53.00, $9.01","$100.00, $16.98","23,161, 13,874","Boots - brandy, Long sleeved top - khaki","Boots - brandy, Long sleeved top - khaki","1, 1","ZO0244102441, ZO0169301693","0, 0","$100.00, $16.98","$100.00, $16.98","0, 0","ZO0244102441, ZO0169301693","$117","$117.00",2,2,order,abigail
44OFm5oBSErIf1UmOKGS,"kibana_sample_data_ecommerce","-","Women's Clothing","Women's Clothing",EUR,Yasmine,Yasmine,"Yasmine Gilbert","Yasmine Gilbert",FEMALE,43,Gilbert,Gilbert,"(empty)",Saturday,5,"yasmine@gilbert-family.zzz","sample_ecommerce","-",Asia,SA,"POINT (45 25)","-","Gnomehouse, Tigress Enterprises","Gnomehouse, Tigress Enterprises","Nov 16, 2025 @ 04:02:10.000",563829,"sold_product_563829_18348, sold_product_563829_22842","sold_product_563829_18348, sold_product_563829_22842","$50.00, $50.00","$50.00, $50.00","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 11, 2016 @ 04:02:10.000, Dec 11, 2016 @ 04:02:10.000","0, 0","0, 0","Gnomehouse, Tigress Enterprises","Gnomehouse, Tigress Enterprises","$26.48, $26.98","$50.00, $50.00","18,348, 22,842","Summer dress - apple butter, Beaded Occasion Dress","Summer dress - apple butter, Beaded Occasion Dress","1, 1","ZO0335103351, ZO0043000430","0, 0","$50.00, $50.00","$50.00, $50.00","0, 0","ZO0335103351, ZO0043000430","$100","$100.00",2,2,order,yasmine
C4OFm5oBSErIf1UmLZPr,"kibana_sample_data_ecommerce","-","Women's Shoes","Women's Shoes",EUR,Mary,Mary,"Mary Brock","Mary Brock",FEMALE,20,Brock,Brock,"(empty)",Saturday,5,"mary@brock-family.zzz","sample_ecommerce",Dubai,Asia,AE,"POINT (55.3 25.3)",Dubai,Oceanavigations,Oceanavigations,"Nov 16, 2025 @ 03:54:58.000",563825,"sold_product_563825_25104, sold_product_563825_5962","sold_product_563825_25104, sold_product_563825_5962","$65.00, $65.00","$65.00, $65.00","Women's Shoes, Women's Shoes","Women's Shoes, Women's Shoes","Dec 11, 2016 @ 03:54:58.000, Dec 11, 2016 @ 03:54:58.000","0, 0","0, 0","Oceanavigations, Oceanavigations","Oceanavigations, Oceanavigations","$35.09, $33.13","$65.00, $65.00","25,104, 5,962","Classic heels - rose/true nude, High heels - black","Classic heels - rose/true nude, High heels - black","1, 1","ZO0238202382, ZO0237102371","0, 0","$65.00, $65.00","$65.00, $65.00","0, 0","ZO0238202382, ZO0237102371","$130","$130.00",2,2,order,mary
"_oOFm5oBSErIf1UmN54Y","kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Eddie,Eddie,"Eddie Austin","Eddie Austin",MALE,38,Austin,Austin,"(empty)",Saturday,5,"eddie@austin-family.zzz","sample_ecommerce",Cairo,Africa,EG,"POINT (31.3 30.1)","Cairo Governorate",Oceanavigations,Oceanavigations,"Nov 16, 2025 @ 03:54:58.000",563822,"sold_product_563822_13869, sold_product_563822_12632","sold_product_563822_13869, sold_product_563822_12632","$13.99, $50.00","$13.99, $50.00","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 11, 2016 @ 03:54:58.000, Dec 11, 2016 @ 03:54:58.000","0, 0","0, 0","Oceanavigations, Oceanavigations","Oceanavigations, Oceanavigations","$6.86, $26.48","$13.99, $50.00","13,869, 12,632","Tie - black, Down jacket - black","Tie - black, Down jacket - black","1, 1","ZO0277402774, ZO0288502885","0, 0","$13.99, $50.00","$13.99, $50.00","0, 0","ZO0277402774, ZO0288502885","$63.97","$63.97",2,2,order,eddie
"soOFm5oBSErIf1UmMpj-","kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Samir,Samir,"Samir Cross","Samir Cross",MALE,34,Cross,Cross,"(empty)",Saturday,5,"samir@cross-family.zzz","sample_ecommerce",Dubai,Asia,AE,"POINT (55.3 25.3)",Dubai,"Microlutions, Oceanavigations","Microlutions, Oceanavigations","Nov 16, 2025 @ 03:43:26.000",563813,"sold_product_563813_20520, sold_product_563813_19613","sold_product_563813_20520, sold_product_563813_19613","$14.99, $50.00","$14.99, $50.00","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 11, 2016 @ 03:43:26.000, Dec 11, 2016 @ 03:43:26.000","0, 0","0, 0","Microlutions, Oceanavigations","Microlutions, Oceanavigations","$7.35, $25.48","$14.99, $50.00","20,520, 19,613","Print T-shirt - bright white, Summer jacket - black","Print T-shirt - bright white, Summer jacket - black","1, 1","ZO0120001200, ZO0286602866","0, 0","$14.99, $50.00","$14.99, $50.00","0, 0","ZO0120001200, ZO0286602866","$65","$65.00",2,2,order,samir
mYOFm5oBSErIf1UmN54Y,"kibana_sample_data_ecommerce","-","Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing",EUR,Gwen,Gwen,"Gwen Jackson","Gwen Jackson",FEMALE,26,Jackson,Jackson,"(empty)",Saturday,5,"gwen@jackson-family.zzz","sample_ecommerce","Los Angeles","North America",US,"POINT (-118.2 34.1)",California,"Oceanavigations, Pyramidustries","Oceanavigations, Pyramidustries","Nov 16, 2025 @ 03:34:48.000",563800,"sold_product_563800_19249, sold_product_563800_20352","sold_product_563800_19249, sold_product_563800_20352","$85.00, $11.99","$85.00, $11.99","Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing","Dec 11, 2016 @ 03:34:48.000, Dec 11, 2016 @ 03:34:48.000","0, 0","0, 0","Oceanavigations, Pyramidustries","Oceanavigations, Pyramidustries","$41.66, $6.01","$85.00, $11.99","19,249, 20,352","Handbag - black, Vest - red","Handbag - black, Vest - red","1, 1","ZO0307303073, ZO0161601616","0, 0","$85.00, $11.99","$85.00, $11.99","0, 0","ZO0307303073, ZO0161601616","$97","$97.00",2,2,order,gwen
mYOFm5oBSErIf1UmMZdU,"kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Boris,Boris,"Boris Foster","Boris Foster",MALE,36,Foster,Foster,"(empty)",Saturday,5,"boris@foster-family.zzz","sample_ecommerce","-",Europe,GB,"POINT (-0.1 51.5)","-","Spritechnologies, Oceanavigations","Spritechnologies, Oceanavigations","Nov 16, 2025 @ 03:30:29.000",563796,"sold_product_563796_15607, sold_product_563796_14438","sold_product_563796_15607, sold_product_563796_14438","$42.00, $28.98","$42.00, $28.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 11, 2016 @ 03:30:29.000, Dec 11, 2016 @ 03:30:29.000","0, 0","0, 0","Spritechnologies, Oceanavigations","Spritechnologies, Oceanavigations","$21.41, $13.34","$42.00, $28.98","15,607, 14,438","Soft shell jacket - dark grey, Jumper - dark grey multicolor","Soft shell jacket - dark grey, Jumper - dark grey multicolor","1, 1","ZO0625806258, ZO0297602976","0, 0","$42.00, $28.98","$42.00, $28.98","0, 0","ZO0625806258, ZO0297602976","$71","$71.00",2,2,order,boris
